df_paper_title,df_title_url
Development of Multi-Actuated Ground Vehicles: Educational aspects,https://pureportal.coventry.ac.uk/en/publications/development-of-multi-actuated-ground-vehicles-educational-aspects
A new efficient free-rolling tyre-testing procedure for the parameterisation of vehicle dynamics tyre models,https://pureportal.coventry.ac.uk/en/publications/a-new-efficient-free-rolling-tyre-testing-procedure-for-the-param-2
A Study Into The Kinematic Response For Unbelted Human Occupants During Emergency Braking,https://pureportal.coventry.ac.uk/en/publications/a-study-into-the-kinematic-response-for-unbelted-human-occupants-
Fan Performance Analysis for Rotor Cooling of Axial Flux Permanent Magnet Machines,https://pureportal.coventry.ac.uk/en/publications/fan-performance-analysis-for-rotor-cooling-of-axial-flux-permanen-2
Road Friction Virtual Sensing: A Review of Estimation Techniques with Emphasis on Low Excitation Approaches,https://pureportal.coventry.ac.uk/en/publications/road-friction-virtual-sensing-a-review-of-estimation-techniques-w
Virtual Tyre Force Sensors: An Overview of Tyre Model-based and Tyre Model-less State Estimation Techniques,https://pureportal.coventry.ac.uk/en/publications/virtual-tyre-force-sensors-an-overview-of-tyre-model-based-and-ty
Minimum vehicle slip path planning for automated driving using a direct element method,https://pureportal.coventry.ac.uk/en/publications/minimum-vehicle-slip-path-planning-for-automated-driving-using-a--2
Development of a detailed aircraft tyre finite element model for safety assessment,https://pureportal.coventry.ac.uk/en/publications/development-of-a-detailed-aircraft-tyre-finite-element-model-for--2
Tyre model development using co-simulation technique for helicopter ground operation,https://pureportal.coventry.ac.uk/en/publications/tyre-model-development-using-co-simulation-technique-for-helicopt-2
Buckling considerations and cross-sectional geometry development for topology optimised body in white,https://pureportal.coventry.ac.uk/en/publications/buckling-considerations-and-cross-sectional-geometry-development--2
"Influence of vehicle secondary impact following an emergency braking on an unbelted occupant's neck, head and thorax injuries",https://pureportal.coventry.ac.uk/en/publications/influence-of-vehicle-secondary-impact-following-an-emergency-brak-2
The Feasibility of ESLM for BIW Roof Structure Development and Optimisation,https://pureportal.coventry.ac.uk/en/publications/the-feasibility-of-eslm-for-biw-roof-structure-development-and-op
A low parameter tyre model for aircraft ground dynamic simulation,https://pureportal.coventry.ac.uk/en/publications/a-low-parameter-tyre-model-for-aircraft-ground-dynamic-simulation-2
Effects of roof crush loading scenario upon body in white using topology optimisation,https://pureportal.coventry.ac.uk/en/publications/effects-of-roof-crush-loading-scenario-upon-body-in-white-using-t-2
A multi-body systems approach to simulate helicopter occupant protection systems,https://pureportal.coventry.ac.uk/en/publications/a-multi-body-systems-approach-to-simulate-helicopter-occupant-pro-2
Computer simulation of real-world vehicle–pedestrian impacts,https://pureportal.coventry.ac.uk/en/publications/computer-simulation-of-real-world-vehiclepedestrian-impacts-2
Lightweight hybrid electrical vehicle structural topology optimisation investigation focusing on crashworthiness,https://pureportal.coventry.ac.uk/en/publications/lightweight-hybrid-electrical-vehicle-structural-topology-optimis-2
Effect of side-wall reinforcement on energy absorption of thin-wall cylindrical damper,https://pureportal.coventry.ac.uk/en/publications/effect-of-side-wall-reinforcement-on-energy-absorption-of-thin-wa-2
Intermediate tyre model for vehicle handling simulation,https://pureportal.coventry.ac.uk/en/publications/intermediate-tyre-model-for-vehicle-handling-simulation
The modelling and simulation of vehicle handling Part 3: Tyre modelling,https://pureportal.coventry.ac.uk/en/publications/the-modelling-and-simulation-of-vehicle-handling-part-3-tyre-mode
Call of Interprofessional Duty: an ethnographically informed discussion on preparing students to be digitally resilient,https://pureportal.coventry.ac.uk/en/publications/call-of-interprofessional-duty-an-ethnographically-informed-discu
Obsessive Consumption Disorder: Tackling the problem of handheld digital addiction,https://pureportal.coventry.ac.uk/en/publications/obsessive-consumption-disorder-tackling-the-problem-of-handheld-d
Legitimising digital anthropology through immersive cohabitation: Becoming an observing participant in a blended digital landscape,https://pureportal.coventry.ac.uk/en/publications/legitimising-digital-anthropology-through-immersive-cohabitation-
Can we talk? How a talking agent can improve human autonomy team performance,https://pureportal.coventry.ac.uk/en/publications/can-we-talk-how-a-talking-agent-can-improve-human-autonomy-team-p
Food Plastic Packaging Transition towards Circular Bioeconomy: A Systematic Review of Literature,https://pureportal.coventry.ac.uk/en/publications/food-plastic-packaging-transition-towards-circular-bioeconomy-a-s
Properties of alluvial soils of taiga forest under anthropogenic salinisation,https://pureportal.coventry.ac.uk/en/publications/properties-of-alluvial-soils-of-taiga-forest-under-anthropogenic-
Biomass Ashes for Acid Mine Drainage Remediation,https://pureportal.coventry.ac.uk/en/publications/biomass-ashes-for-acid-mine-drainage-remediation
Co-processing of raw and washed air pollution control residues from energy-from-waste facilities in the cement kiln,https://pureportal.coventry.ac.uk/en/publications/co-processing-of-raw-and-washed-air-pollution-control-residues-fr
Effect of organic matter release from natural cork used on bisphenol a removal from aqueous solution,https://pureportal.coventry.ac.uk/en/publications/effect-of-organic-matter-release-from-natural-cork-used-on-bisphe
Household slow sand filters in intermittent and continuous flows to treat water containing low mineral ion concentrations and Bisphenol A,https://pureportal.coventry.ac.uk/en/publications/household-slow-sand-filters-in-intermittent-and-continuous-flows-
Legal situation and current practice of waste incineration bottom ash utilisation in Europe,https://pureportal.coventry.ac.uk/en/publications/legal-situation-and-current-practice-of-waste-incineration-bottom
Mixture proportion design of pervious concrete based on the relationships between fundamental properties and skeleton structures,https://pureportal.coventry.ac.uk/en/publications/mixture-proportion-design-of-pervious-concrete-based-on-the-relat
Unlocking the Fertilizer Potential of Waste-Derived Biochar,https://pureportal.coventry.ac.uk/en/publications/unlocking-the-fertilizer-potential-of-waste-derived-biochar
What waste management can learn from the traditional mining sector: towards an integrated assessment and reporting of anthropogenic resources,https://pureportal.coventry.ac.uk/en/publications/what-waste-management-can-learn-from-the-traditional-mining-secto
Changes in composition and lead speciation due to water washing of air pollution control residue from municipal waste incineration,https://pureportal.coventry.ac.uk/en/publications/changes-in-composition-and-lead-speciation-due-to-water-washing-o
Characterisation of ashes from waste biomass power plants and phosphorus recovery,https://pureportal.coventry.ac.uk/en/publications/characterisation-of-ashes-from-waste-biomass-power-plants-and-pho
Sedimentation and accumulation of elements in the Vydrino peat bog (southern Baikal region),https://pureportal.coventry.ac.uk/en/publications/sedimentation-and-accumulation-of-elements-in-the-vydrino-peat-bo
Stability of organic carbon components in shale: Implications for carbon cycle,https://pureportal.coventry.ac.uk/en/publications/stability-of-organic-carbon-components-in-shale-implications-for-
"The volumetric stability, chloride binding capacity and stability of the Portland cement-GBFS pastes: An approach from the viewpoint of hydration products",https://pureportal.coventry.ac.uk/en/publications/the-volumetric-stability-chloride-binding-capacity-and-stability-
"Element speciation in UK biomass power plant residues based on composition, mineralogy, microstructure and leaching",https://pureportal.coventry.ac.uk/en/publications/element-speciation-in-uk-biomass-power-plant-residues-based-on-co
Influence of Chlorine on the Fate of Pb and Cu during Clinkerization,https://pureportal.coventry.ac.uk/en/publications/influence-of-chlorine-on-the-fate-of-pb-and-cu-during-clinkerizat
Influence of sulfur on the fate of heavy metals during clinkerization,https://pureportal.coventry.ac.uk/en/publications/influence-of-sulfur-on-the-fate-of-heavy-metals-during-clinkeriza
Technologies for the management of MSW incineration ashes from gas cleaning: New perspectives on recovery of secondary raw materials and circular economy,https://pureportal.coventry.ac.uk/en/publications/technologies-for-the-management-of-msw-incineration-ashes-from-ga
"Colloform high-purity platinum from the placer deposit of Koura River (Gornaya Shoriya, Russia)",https://pureportal.coventry.ac.uk/en/publications/colloform-high-purity-platinum-from-the-placer-deposit-of-koura-r
Reversible Carbon Dioxide Capture at High Temperatures by Tetraethylenepentamine Acetic Acid and Polyethylene Glycol Mixtures with High Capacity and Low Viscosity,https://pureportal.coventry.ac.uk/en/publications/reversible-carbon-dioxide-capture-at-high-temperatures-by-tetraet
Sorption of metaldehyde using granular activated carbon,https://pureportal.coventry.ac.uk/en/publications/sorption-of-metaldehyde-using-granular-activated-carbon
Acid Rock Drainage Remediation and Element Removal Using a Peat-Humic Agent with Subsequent Thermal Treatment of the Metal–Organic Residue,https://pureportal.coventry.ac.uk/en/publications/acid-rock-drainage-remediation-and-element-removal-using-a-peat-h
Biogeochemical specifics of sapropel formation in Cisbaikalian undrained lakes (exemplified by Lake Ochki),https://pureportal.coventry.ac.uk/en/publications/biogeochemical-specifics-of-sapropel-formation-in-cisbaikalian-un
Element composition and mineralogical characterisation of air pollution control residue from UK energy-from-waste facilities,https://pureportal.coventry.ac.uk/en/publications/element-composition-and-mineralogical-characterisation-of-air-pol
Concentration of chemical elements by zooplankton of the White Sea,https://pureportal.coventry.ac.uk/en/publications/concentration-of-chemical-elements-by-zooplankton-of-the-white-se
"Diagenetic Transformation of Sapropel from Lake Dukhovoe (East Baikal Region, Russia)",https://pureportal.coventry.ac.uk/en/publications/diagenetic-transformation-of-sapropel-from-lake-dukhovoe-east-bai
"Mercury species in solid matter of dispersion of the Ursk tailing dispersion train (Ursk village, Kemerovo region, Russia)",https://pureportal.coventry.ac.uk/en/publications/mercury-species-in-solid-matter-of-dispersion-of-the-ursk-tailing
V.I. Vernadsky – Pioneer of Water-Rock Interaction,https://pureportal.coventry.ac.uk/en/publications/vi-vernadsky-pioneer-of-water-rock-interaction
Geochemical barriers to elemental migration in sulfide-rich tailings: Three case studies from Western Siberia,https://pureportal.coventry.ac.uk/en/publications/geochemical-barriers-to-elemental-migration-in-sulfide-rich-taili
Geochemistry of natural waters - The legacy of V.I. Vernadsky and his students,https://pureportal.coventry.ac.uk/en/publications/geochemistry-of-natural-waters-the-legacy-of-vi-vernadsky-and-his
"Anomalous concentrations of zinc and copper in highmoor peat bog, southeast coast of Lake Baikal",https://pureportal.coventry.ac.uk/en/publications/anomalous-concentrations-of-zinc-and-copper-in-highmoor-peat-bog-
Application of a Peat-humic Agent for Treatment of Acid Mine Drainage,https://pureportal.coventry.ac.uk/en/publications/application-of-a-peat-humic-agent-for-treatment-of-acid-mine-drai
Behavior of 137Cs in the soil-rhizosphere-plant system (by the example of the Yenisei River floodplain),https://pureportal.coventry.ac.uk/en/publications/behavior-of-sup137supcs-in-the-soil-rhizosphere-plant-system-by-t
"Behavior of heavy metals in sulfide mine tailings and bottom sediment (Salair, Kemerovo region, Russia)",https://pureportal.coventry.ac.uk/en/publications/behavior-of-heavy-metals-in-sulfide-mine-tailings-and-bottom-sedi
Biogenic contribution of minor elements to organic matter of recent lacustrine sapropels (Lake Kirek as example),https://pureportal.coventry.ac.uk/en/publications/biogenic-contribution-of-minor-elements-to-organic-matter-of-rece
Distribution of mercury and its species in the zone of sulphide tailing1,https://pureportal.coventry.ac.uk/en/publications/distribution-of-mercury-and-its-species-in-the-zone-of-sulphide-t
Geochemical characteristics of the modern state of salt lakes in Altai Krai,https://pureportal.coventry.ac.uk/en/publications/geochemical-characteristics-of-the-modern-state-of-salt-lakes-in-
Mesocosm-based estimation of the consequences of complex contamination of a freshwater body by metal salts,https://pureportal.coventry.ac.uk/en/publications/mesocosm-based-estimation-of-the-consequences-of-complex-contamin
Prevalence and factors related to urinary incontinence in older adults women worldwide: a comprehensive systematic review and meta-analysis of observational studies,https://pureportal.coventry.ac.uk/en/publications/prevalence-and-factors-related-to-urinary-incontinence-in-older-a
Investigation into pedestrian height and SUV front-end height effects in a crash,https://pureportal.coventry.ac.uk/en/publications/investigation-into-pedestrian-height-and-suv-front-end-height-eff
Maternal Dietary Pattern with an Emphasis on Child Growth Pattern and Exclusive Breastfeeding Duration,https://pureportal.coventry.ac.uk/en/publications/maternal-dietary-pattern-with-an-emphasis-on-child-growth-pattern
Modulation of regulatory T cells by targeting the NFAT-FOXP3 protein: protein interaction,https://pureportal.coventry.ac.uk/en/publications/modulation-of-regulatory-t-cells-by-targeting-the-nfat-foxp3-prot
EN2: A Candidate Antigen for the Development of Targeted Therapies in Breast Cancer,https://pureportal.coventry.ac.uk/en/publications/en2-a-candidate-antigen-for-the-development-of-targeted-therapies-2
Modulation of regulatory T cells by targeting the NFAT-FOXP3 protein : protein interaction,https://pureportal.coventry.ac.uk/en/publications/modulation-of-regulatory-t-cells-by-targeting-the-nfat-foxp3-prot-2
EN2: A candidate antigen for the development of targeted therapies in ovarian cancer.,https://pureportal.coventry.ac.uk/en/publications/en2-a-candidate-antigen-for-the-development-of-targeted-therapies
Predominance of CD8 T cell infiltration coincides with reciprocal reduction in regulatory T cells following prostate cryotherapy,https://pureportal.coventry.ac.uk/en/publications/predominance-of-cd8-t-cell-infiltration-coincides-with-reciprocal
EN2: A Novel Immunotherapeutic Target for Melanoma,https://pureportal.coventry.ac.uk/en/publications/en2-a-novel-immunotherapeutic-target-for-melanoma
Inhibition of the aquaporin 3 water channel increases the sensitivity of prostate cancer cells to cryotherapy,https://pureportal.coventry.ac.uk/en/publications/inhibition-of-the-aquaporin-3-water-channel-increases-the-sensiti
Ujuzi (Practical Pearl/Perle Pratique),https://pureportal.coventry.ac.uk/en/publications/ujuzi-practical-pearlperle-pratique
Hypertonic saline (HTS) versus standard (isotonic) fluid therapy for traumatic brain injuries: a systematic review,https://pureportal.coventry.ac.uk/en/publications/hypertonic-saline-hts-versus-standard-isotonic-fluid-therapy-for-
"5G for Vehicular Use Cases: Analysis of Technical Requirements, Value Propositions and Outlook",https://pureportal.coventry.ac.uk/en/publications/5g-for-vehicular-use-cases-analysis-of-technical-requirements-val
Multi-timescale QoE Provisioning for Adaptive Video Streaming in Heterogeneous Deployments,https://pureportal.coventry.ac.uk/en/publications/multi-timescale-qoe-provisioning-for-adaptive-video-streaming-in-
Energy-Efficient QoE-Driven Strategies for Context-Aware RAT Selection,https://pureportal.coventry.ac.uk/en/publications/energy-efficient-qoe-driven-strategies-for-context-aware-rat-sele
A Cognitive Management Framework for Spectrum Selection,https://pureportal.coventry.ac.uk/en/publications/a-cognitive-management-framework-for-spectrum-selection
A Fittingness Factor-based Spectrum Management Framework for Cognitive Radio Networks,https://pureportal.coventry.ac.uk/en/publications/a-fittingness-factor-based-spectrum-management-framework-for-cogn
Exploiting Knowledge Management for Supporting Multi-Band Spectrum Selection in Non-Stationary Environments,https://pureportal.coventry.ac.uk/en/publications/exploiting-knowledge-management-for-supporting-multi-band-spectru
How morphology impacts reading and spelling: Advancing the role of morphology in models of literacy development.,https://pureportal.coventry.ac.uk/en/publications/how-morphology-impacts-reading-and-spelling-advancing-the-role-of
Special issue editorial: Advances in understanding the role of morphemes in literacy development,https://pureportal.coventry.ac.uk/en/publications/special-issue-editorial-advances-in-understanding-the-role-of-mor
"The roles of morphology, phonology and prosody in reading and spelling multisyllabic words",https://pureportal.coventry.ac.uk/en/publications/the-roles-of-morphology-phonology-and-prosody-in-reading-and-spel
Morphological processing before and during children's spelling,https://pureportal.coventry.ac.uk/en/publications/morphological-processing-before-and-during-childrens-spelling
Not all phonological awareness deficits are created equal: Evidence from a comparison between children with Otitis Media and poor readers.,https://pureportal.coventry.ac.uk/en/publications/not-all-phonological-awareness-deficits-are-created-equal-evidenc
Sublexical and syntactic processing during reading: evidence from eye movements of typically developing and dyslexic readers.,https://pureportal.coventry.ac.uk/en/publications/sublexical-and-syntactic-processing-during-reading-evidence-from-
"Effects of orthographic, morphological and semantic overlap on short-term memory for words in typical and atypical development",https://pureportal.coventry.ac.uk/en/publications/effects-of-orthographic-morphological-and-semantic-overlap-on-sho-2
Morphological spelling in spite of phonological deficits: Evidence from children with dyslexia and Otitis Media,https://pureportal.coventry.ac.uk/en/publications/morphological-spelling-in-spite-of-phonological-deficits-evidence-2
Agreeing to disagree: Deaf and hearing children's awareness of subject–verb number agreement,https://pureportal.coventry.ac.uk/en/publications/agreeing-to-disagree-deaf-and-hearing-childrens-awareness-of-subj-2
Deaf and hearing children's plural noun spelling,https://pureportal.coventry.ac.uk/en/publications/deaf-and-hearing-childrens-plural-noun-spelling
Agroecology now - connecting the dots to enable agroecology transformations,https://pureportal.coventry.ac.uk/en/publications/agroecology-now-connecting-the-dots-to-enable-agroecology-transfo
"Legitimating global governance: Publicisation, affectedness, and the Committee on World Food Security",https://pureportal.coventry.ac.uk/en/publications/legitimating-global-governance-publicisation-affectedness-and-the
"People, power, change: three pillars of a food sovereignty research praxis",https://pureportal.coventry.ac.uk/en/publications/people-power-change-three-pillars-of-a-food-sovereignty-research-
La Vía Campesina and the UN Committee on World Food Security: Affected publics and institutional dynamics in the nascent transnational public sphere,https://pureportal.coventry.ac.uk/en/publications/la-v%C3%ADa-campesina-and-the-un-committee-on-world-food-security-affe-2
Towards food sovereignty: interrogating peasant voice in the United Nations Committee on World Food Security,https://pureportal.coventry.ac.uk/en/publications/towards-food-sovereignty-interrogating-peasant-voice-in-the-unite-2
"From ‘Here’ to ‘There’: Social Movements, the Academy and Solidarity Research",https://pureportal.coventry.ac.uk/en/publications/from-here-to-there-social-movements-the-academy-and-solidarity-re-2
On the highly swirling flow through a confined bluff-body,https://pureportal.coventry.ac.uk/en/publications/on-the-highly-swirling-flow-through-a-confined-bluff-body
The Rio 2016 Paralympic Games: inspiration as a possible legacy for disabled Brazilians,https://pureportal.coventry.ac.uk/en/publications/the-rio-2016-paralympic-games-inspiration-as-a-possible-legacy-fo
Ableism as a regulator of social practice and disabled people's self-determination to participate in sport and physical activity,https://pureportal.coventry.ac.uk/en/publications/ableism-as-a-regulator-of-social-practice-and-disabled-peoples-se
The impact of austerity on the London 2012 Summer Olympics participation legacy from a grassroots sports club perspective: an institutional logics approach,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-austerity-on-the-london-2012-summer-olympics-partic
The Rio 2016 Paralympic Games: The Visibility of People with Disabilities in Brazil as a Possible Legacy,https://pureportal.coventry.ac.uk/en/publications/the-rio-2016-paralympic-games-the-visibility-of-people-with-disab
"A Conceptual Model and Research Agenda for Bidding, Planning and Delivering Major Sport Events that Lever Human Rights",https://pureportal.coventry.ac.uk/en/publications/a-conceptual-model-and-research-agenda-for-bidding-planning-and-d
The Genesis and Meaning of the Term ‘ Paralympic Games’,https://pureportal.coventry.ac.uk/en/publications/the-genesis-and-meaning-of-the-term-paralympic-games
The Impact of Resource Inequality upon Participation and Success at the summer and winter Paralympic Games,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-resource-inequality-upon-participation-and-success-
‘I’ll always find a perfectly justified reason for not doing it’: Challenges for disability sport and physical activity in the United Kingdom.,https://pureportal.coventry.ac.uk/en/publications/ill-always-find-a-perfectly-justified-reason-for-not-doing-it-cha
‘Super disabilities’ vs ‘Disabilities’? Theorizing the role of ableism in (mis)representational mythology of disability in the marketplace,https://pureportal.coventry.ac.uk/en/publications/super-disabilities-vs-disabilities-theorizing-the-role-of-ableism
The Evolution of classification and technical rules in parasports: extending the frontiers.,https://pureportal.coventry.ac.uk/en/publications/the-evolution-of-classification-and-technical-rules-in-parasports
Legacy and the London 2012 Paralympic Games: A critical analysis,https://pureportal.coventry.ac.uk/en/publications/legacy-and-the-london-2012-paralympic-games-a-critical-analysis
Leveraging the London 2012 Paralympic Games: What legacy for people with disabilities?,https://pureportal.coventry.ac.uk/en/publications/leveraging-the-london-2012-paralympic-games-what-legacy-for-peopl-2
Military Links to Competitive Sport and Games as Part of the Rehabilitation and Recovery Process,https://pureportal.coventry.ac.uk/en/publications/o-esporte-como-parte-do-processo-de-reabilita%C3%A7%C3%A3o-e-recupera%C3%A7%C3%A3o-de
Public Diplomacy and the International Paralympic Committee: reconciling the roles of disability advocate and sports regulator,https://pureportal.coventry.ac.uk/en/publications/public-diplomacy-and-the-international-paralympic-committee-recon-2
The marginalisation of Paralympic heritage,https://pureportal.coventry.ac.uk/en/publications/the-marginalisation-of-paralympic-heritage-2
Disability sport is going back to its roots: rehabilitation of military personnel receiving sudden traumatic disabilities in the twenty-first century,https://pureportal.coventry.ac.uk/en/publications/disability-sport-is-going-back-to-its-roots-rehabilitation-of-mil-2
The Paralympic Games: From a rehabilitation exercise to elite sport (and back again?),https://pureportal.coventry.ac.uk/en/publications/the-paralympic-games-from-a-rehabilitation-exercise-to-elite-spor
The Paralympic Games as a force for peaceful coexistence,https://pureportal.coventry.ac.uk/en/publications/the-paralympic-games-as-a-force-for-peaceful-coexistence
"South Africa, apartheid and the Paralympic Games",https://pureportal.coventry.ac.uk/en/publications/south-africa-apartheid-and-the-paralympic-games-2
A social-historical perspective on the development of sports for persons with physical disability in Israel,https://pureportal.coventry.ac.uk/en/publications/a-social-historical-perspective-on-the-development-of-sports-for--2
"Within, in-between, out-of-bounds? Locating researcher positionalities in multicultural marketplaces",https://pureportal.coventry.ac.uk/en/publications/within-in-between-out-of-bounds-locating-researcher-positionaliti
Christmas markets: marketplace icon,https://pureportal.coventry.ac.uk/en/publications/christmas-markets-marketplace-icon
Finding comfort in discomfort: how two cross-disciplinary early-career researchers are learning to embrace ‘failure’,https://pureportal.coventry.ac.uk/en/publications/finding-comfort-in-discomfort-how-two-cross-disciplinary-early-ca
Consumer boycott amid conflict: The situated agency of political consumers in the occupied Palestinian territory,https://pureportal.coventry.ac.uk/en/publications/consumer-boycott-amid-conflict-the-situated-agency-of-political-c
Consumer mobility and well-being among changing places and shifting ethnicities,https://pureportal.coventry.ac.uk/en/publications/consumer-mobility-and-well-being-among-changing-places-and-shifti-2
Consumer ethnicity three decades after: A TCR agenda,https://pureportal.coventry.ac.uk/en/publications/consumer-ethnicity-three-decades-after-a-tcr-agenda-2
Translation of the International Physical Activity Questionnaire to Maltese and reliability testing,https://pureportal.coventry.ac.uk/en/publications/translation-of-the-international-physical-activity-questionnaire-
An acute bout of cycling does not induce compensatory responses in pre-menopausal women not using hormonal contraceptives,https://pureportal.coventry.ac.uk/en/publications/an-acute-bout-of-cycling-does-not-induce-compensatory-responses-i
Acute effect of exercise intensity and duration on acylated ghrelin and hunger in men,https://pureportal.coventry.ac.uk/en/publications/acute-effect-of-exercise-intensity-and-duration-on-acylated-ghrel
"Individual variation in hunger, energy intake, and ghrelin responses to acute exercise",https://pureportal.coventry.ac.uk/en/publications/individual-variation-in-hunger-energy-intake-and-ghrelin-response
Breaking up prolonged sitting time with walking does not affect appetite or gut hormone concentrations but does induce an energy deficit and suppresses postprandial glycaemia in sedentary adults,https://pureportal.coventry.ac.uk/en/publications/breaking-up-prolonged-sitting-time-with-walking-does-not-affect-a
Effects of an acute bout of aerobic exercise on immediate and subsequent three-day food intake and energy expenditure in active and inactive pre-menopausal women taking oral contraceptives,https://pureportal.coventry.ac.uk/en/publications/effects-of-an-acute-bout-of-aerobic-exercise-on-immediate-and-sub
"Public policy for addressing the low-skills low-wage trap: Insights from business case studies in the Birmingham city-region, UK",https://pureportal.coventry.ac.uk/en/publications/public-policy-for-addressing-the-low-skills-low-wage-trap-insight
Inclusive growth in English cities: mainstreamed or sidelined?,https://pureportal.coventry.ac.uk/en/publications/inclusive-growth-in-english-cities-mainstreamed-or-sidelined
'The Income Generation Engine' in Social Business,https://pureportal.coventry.ac.uk/en/publications/the-income-generation-engine-in-social-business
Capacity building for food justice in England: The contribution of charity-led community food initiatives,https://pureportal.coventry.ac.uk/en/publications/capacity-building-for-food-justice-in-england-the-contribution-of-2
Regeneration beyond austerity: A collective viewpoint,https://pureportal.coventry.ac.uk/en/publications/regeneration-beyond-austerity-a-collective-viewpoint
"Neighbourhood regeneration in an era of austerity? transferable lessons from the case of Braunstone, Leicester",https://pureportal.coventry.ac.uk/en/publications/neighbourhood-regeneration-in-an-era-of-austerity-transferable-le-2
Where next for neighbourhood regeneration in England? Two years on,https://pureportal.coventry.ac.uk/en/publications/where-next-for-neighbourhood-regeneration-in-england-two-years-on
"Evidencing the impact of community engagement in neighbourhood regeneration: the case of Canley, Coventry",https://pureportal.coventry.ac.uk/en/publications/evidencing-the-impact-of-community-engagement-in-neighbourhood-re-2
Where next for neighbourhood regeneration in England?,https://pureportal.coventry.ac.uk/en/publications/where-next-for-neighbourhood-regeneration-in-england-2
Using action learning sets for more effective collaboration: the ‘managing complex regeneration’ programme,https://pureportal.coventry.ac.uk/en/publications/using-action-learning-sets-for-more-effective-collaboration-the-m-2
Gypsy/Traveller children and families: the potential of working with networks,https://pureportal.coventry.ac.uk/en/publications/gypsytraveller-children-and-families-the-potential-of-working-wit-2
Research into practice: The National Evaluation of the Children's Fund,https://pureportal.coventry.ac.uk/en/publications/research-into-practice-the-national-evaluation-of-the-childrens-f
Collaborative Research: Working together to deliver land-based prison initiatives,https://pureportal.coventry.ac.uk/en/publications/collaborative-research-working-together-to-deliver-land-based-pri
"Let's Talk: African Caribbean Women, Mothering, Motherhood and Well-being",https://pureportal.coventry.ac.uk/en/publications/lets-talk-african-caribbean-women-mothering-motherhood-and-well-b
'All in all it is just a judgement call’: Issues surrounding sexual consent in young people’s heterosexual encounters,https://pureportal.coventry.ac.uk/en/publications/all-in-all-it-is-just-a-judgement-call-issues-surrounding-sexual-
‘We were there too’: There is much to learn from embedding auto/biography in the knowing and doing of prison research,https://pureportal.coventry.ac.uk/en/publications/we-were-there-too-there-is-much-to-learn-from-embedding-autobiogr
An Evaluation of the Master Gardener Programme at HMP Rye Hill: An Horticultural Intervention with Substance Misusing Offenders,https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-the-master-gardener-programme-at-hmp-rye-hill-an-2
Exploring the advocacy needs of older people with mental health problems in the West Midlands,https://pureportal.coventry.ac.uk/en/publications/exploring-the-advocacy-needs-of-older-people-with-mental-health-p-2
"Young mothers’ experiences of power, control and violence within intimate and familial relationships",https://pureportal.coventry.ac.uk/en/publications/young-mothers-experiences-of-power-control-and-violence-within-in-2
New ways with young mothers - how services can better meet their needs,https://pureportal.coventry.ac.uk/en/publications/new-ways-with-young-mothers-how-services-can-better-meet-their-ne-2
Young women's experience of termination and miscarriage: A qualitative study,https://pureportal.coventry.ac.uk/en/publications/young-womens-experience-of-termination-and-miscarriage-a-qualitat-2
United on Sunday: The effects of secular rituals on social bonding and affect,https://pureportal.coventry.ac.uk/en/publications/united-on-sunday-the-effects-of-secular-rituals-on-social-bonding
Religious Rituals Increase Social Bonding and Pain Threshold,https://pureportal.coventry.ac.uk/en/publications/religious-rituals-increase-social-bonding-and-pain-threshold
"Survivor, family and professional experiences of psychosocial interventions for sexual abuse and violence: a qualitative evidence synthesis",https://pureportal.coventry.ac.uk/en/publications/survivor-family-and-professional-experiences-of-psychosocial-inte
"Accessing National Health Service Stop Smoking Services in the UK: a COM-B analysis of barriers and facilitators perceived by smokers, ex-smokers and stop smoking advisors",https://pureportal.coventry.ac.uk/en/publications/accessing-national-health-service-stop-smoking-services-in-the-uk
An Intervention to Increase Condom Use Among Users of Chlamydia Self-Sampling Websites (Wrapped): Intervention Mapping and Think-Aloud Study,https://pureportal.coventry.ac.uk/en/publications/an-intervention-to-increase-condom-use-among-users-of-chlamydia-s
Evidence for behavioural interventions addressing condom use fit and feel issues to improve condom use: A Systematic Review,https://pureportal.coventry.ac.uk/en/publications/evidence-for-behavioural-interventions-addressing-condom-use-fit-
Psychosocial interventions for survivors of rape and sexual assault experienced during adulthood (Protocol),https://pureportal.coventry.ac.uk/en/publications/psychosocial-interventions-for-survivors-of-rape-and-sexual-assau
Tailored digital behaviour change intervention with e-referral system to increase attendance at NHS Stop Smoking Services (The MyWay Project): study protocol for a randomised controlled feasibility trial.,https://pureportal.coventry.ac.uk/en/publications/tailored-digital-behaviour-change-intervention-with-e-referral-sy
Are digital interventions for smoking cessation in pregnancy effective? A systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/publications/are-digital-interventions-for-smoking-cessation-in-pregnancy-effe-3
Enhancing condom use experiences among young men to improve correct and consistent condom use: Feasibility of a Home-Based Intervention Strategy (HIS-UK),https://pureportal.coventry.ac.uk/en/publications/enhancing-condom-use-experiences-among-young-men-to-improve-corre
"Factors influencing application of behavioural science evidence by public health decision-makers and practitioners, and implications for practice",https://pureportal.coventry.ac.uk/en/publications/factors-influencing-application-of-behavioural-science-evidence-b
